SegmentR,PEPR,AgeR,TimeRelationR,IncomeSourceR,ActivityR,NationalityR,CommonAddR,ProductTR,SubproductR,OperationTR,MonetaryInstR,DivisaR,ChannelR,OperabilitySR,OGoverR,SARR,VMR,VOR,SumSeR,SumReR,RSR,AAR,SendingNumR,ReceivingNumR,StateOpeR,StateResR,MunOpeR,MunResR,CountryR
97,98,99,98,97,99,97,72,98,75,100,99,81,72,99,70,99,96,96,63,67,86,89,80,80,90,80,100,92,100
80,98,96,98,100,97,100,70,98,98,98,96,97,99,97,69,73,96,80,66,86,84,69,78,80,90,82,100,92,100
78,97,97,100,100,100,99,69,97,76,99,100,100,71,97,70,99,80,98,64,64,66,89,82,82,90,82,99,89,97
80,96,97,98,96,98,97,68,96,73,96,97,79,68,100,71,73,81,78,87,63,67,92,79,80,90,80,98,91,97
79,100,96,100,97,96,96,69,99,76,99,99,81,98,100,71,98,99,100,66,64,85,91,78,79,92,78,99,90,98
99,99,96,97,96,100,98,68,96,77,98,97,96,98,100,71,74,100,98,87,66,67,69,80,78,92,80,96,89,96
100,100,99,98,99,96,96,72,98,75,97,100,81,71,97,69,97,78,99,83,85,65,68,81,79,92,79,97,88,97
96,96,99,100,99,96,99,68,100,98,97,98,78,97,100,70,97,79,78,67,87,85,68,82,79,91,78,100,92,99
82,96,99,99,97,100,97,70,100,99,97,96,99,68,99,70,74,81,99,85,84,83,72,80,78,89,82,96,88,99
100,100,97,96,97,98,96,68,97,77,98,96,96,69,97,71,99,96,99,86,85,66,88,82,81,91,78,100,90,99
96,96,100,97,97,97,98,72,96,75,97,99,81,96,99,72,99,98,80,63,86,64,72,79,81,90,82,98,88,96
99,98,100,100,99,96,98,69,96,74,100,96,82,68,96,70,99,78,98,83,63,67,68,78,78,90,82,98,92,99
82,100,98,96,97,100,96,68,98,99,97,99,100,68,96,68,99,100,100,64,65,67,92,81,82,91,78,98,89,100
100,98,100,99,96,100,98,69,99,77,97,99,99,100,96,68,73,100,79,84,86,65,90,79,81,90,79,100,91,98
97,97,96,100,98,96,99,72,97,77,99,100,79,100,98,69,99,98,98,65,87,64,91,78,81,91,82,99,92,98
100,100,98,99,100,96,96,72,98,75,98,96,99,99,100,71,77,96,82,63,64,65,69,78,79,88,79,98,90,99
78,99,96,98,100,97,97,69,100,75,99,98,98,72,99,71,74,78,82,85,64,66,88,81,82,88,79,99,89,96
81,98,99,98,99,98,98,68,99,100,98,99,96,98,96,68,97,79,81,64,64,87,91,80,79,89,82,97,88,100
78,96,98,98,96,100,99,72,99,96,97,98,78,99,100,71,99,79,97,66,83,85,72,81,81,92,78,98,91,97
78,98,97,97,99,97,96,71,99,76,96,97,98,71,99,71,99,79,96,83,86,85,72,80,82,89,78,96,89,96
98,100,99,98,99,96,98,72,99,77,98,98,99,71,98,68,75,78,97,64,84,84,88,79,82,91,80,100,91,99
100,98,96,99,96,97,98,71,98,98,100,96,96,99,99,70,73,81,96,66,64,87,90,82,80,89,82,97,89,97
97,96,96,97,100,97,98,69,99,99,97,99,96,72,97,69,99,100,97,67,66,83,72,82,80,89,79,97,91,99
100,100,98,97,100,96,100,70,96,75,100,99,82,69,97,72,73,96,98,84,63,65,72,78,79,89,78,99,90,98
78,98,97,98,98,96,97,72,97,96,100,98,78,100,96,69,74,82,96,67,86,67,69,80,81,88,78,96,88,100
96,97,98,98,96,100,98,69,99,97,97,96,82,72,99,68,76,78,79,85,85,64,72,81,78,88,79,97,88,98
99,98,97,98,99,98,96,69,99,74,99,100,80,97,99,68,77,100,80,63,83,83,70,79,81,91,82,96,90,99
96,100,100,100,96,98,99,68,96,98,97,96,80,100,97,69,74,96,96,86,66,86,90,79,79,88,81,100,92,98
100,100,96,96,98,98,96,71,97,100,99,98,100,68,100,71,74,98,78,63,85,84,70,81,80,89,80,99,92,99
81,99,99,98,99,100,96,69,100,75,99,98,78,98,96,68,100,99,81,86,83,64,89,79,79,88,81,100,89,100
99,100,100,100,96,100,99,68,100,98,97,97,79,70,97,72,100,99,82,83,64,65,68,82,81,90,80,97,90,98
97,96,98,97,97,99,99,70,98,74,96,100,98,98,97,70,73,98,99,83,64,85,89,81,78,91,82,96,88,100
99,99,96,96,100,97,97,68,100,75,98,100,99,71,100,71,99,97,98,65,67,63,71,82,81,91,78,100,89,98
80,98,99,99,97,96,97,71,100,77,98,100,97,96,96,68,100,80,100,64,63,66,72,78,81,91,81,97,91,96
79,100,98,99,97,97,97,68,100,98,98,99,100,70,96,68,73,96,100,85,67,83,90,81,82,92,81,99,89,96
98,96,99,97,99,97,96,68,96,76,97,99,79,69,100,70,77,79,97,87,64,84,68,78,82,91,82,96,92,97
79,100,98,98,98,100,97,70,97,76,100,97,96,68,98,70,97,82,98,86,66,65,70,78,82,91,78,97,90,100
82,97,97,100,100,99,97,70,98,77,96,98,81,72,100,68,97,78,80,66,84,65,90,78,79,88,81,97,91,100
79,98,97,96,98,96,96,70,98,75,98,99,99,70,98,71,77,82,99,64,66,65,91,82,82,91,82,100,90,96
97,98,99,96,98,99,100,72,98,99,100,98,80,70,100,68,97,100,80,84,63,67,88,78,79,91,79,96,92,99
79,100,99,97,97,99,98,71,97,74,98,98,81,68,99,70,73,79,97,65,65,64,92,78,81,92,79,100,92,97
78,98,97,100,100,97,99,70,99,100,96,96,79,100,99,68,76,96,78,83,63,84,92,80,79,90,78,97,90,100
100,97,99,97,100,96,99,70,98,99,98,97,82,98,99,71,75,96,81,85,84,66,89,78,80,89,80,97,92,97
98,96,100,98,97,98,99,72,97,76,96,100,79,70,97,71,96,96,100,86,64,83,88,79,81,88,80,99,90,97
78,100,99,98,98,97,97,69,97,77,97,98,97,71,98,70,77,81,97,84,87,63,89,78,82,91,79,99,88,100
98,97,100,99,98,96,97,70,97,100,97,98,81,99,96,71,96,99,96,86,87,64,70,81,78,90,81,97,91,100
78,97,98,96,96,97,96,69,100,74,100,97,80,97,98,69,98,98,82,83,85,64,90,81,82,92,82,96,91,97
100,97,100,96,99,98,100,69,100,96,97,100,97,71,96,68,98,81,97,83,65,65,72,79,78,89,80,96,90,96
96,98,100,100,98,96,99,71,100,74,97,98,79,97,98,68,75,98,80,67,63,83,89,78,79,88,82,99,89,99
96,99,96,99,99,96,97,70,99,96,99,98,100,72,96,72,77,99,98,85,63,85,72,82,82,88,78,100,89,100
78,97,98,98,99,98,98,69,99,74,99,100,78,100,99,70,73,97,100,85,85,85,91,78,78,88,79,100,90,99
78,97,98,98,97,98,96,72,100,100,98,96,99,98,96,71,96,100,82,84,65,67,70,82,82,89,81,99,90,97
97,97,99,97,97,99,97,69,96,100,97,100,81,98,97,70,100,96,79,87,67,86,72,81,78,91,81,96,91,98
100,100,99,98,99,100,96,72,98,75,96,96,97,98,97,70,98,78,98,66,87,65,90,82,78,89,80,99,89,97
97,98,98,99,99,100,99,71,99,99,99,97,80,70,98,68,98,79,80,64,86,65,91,81,79,90,80,100,89,99
80,100,98,96,99,97,99,71,96,74,99,99,98,97,99,71,74,96,82,65,66,83,90,79,78,91,79,96,88,98
99,96,100,97,98,99,96,68,97,73,100,99,78,100,100,68,76,98,96,85,65,67,91,81,79,90,78,97,91,97
98,98,99,100,100,96,99,69,100,96,100,96,81,97,96,68,75,81,98,84,83,64,72,82,80,92,81,100,89,96
80,99,98,100,99,99,100,72,97,96,99,99,81,72,100,68,73,80,81,67,67,64,68,82,78,90,78,98,91,98
81,96,97,96,100,96,98,71,97,96,96,100,99,70,97,72,96,78,99,64,66,63,71,78,82,88,80,98,88,100
100,97,99,97,97,99,98,69,97,96,96,98,79,97,98,70,77,99,99,65,87,63,69,80,78,88,80,97,92,98
99,99,97,98,99,99,99,69,99,96,99,97,78,97,97,71,76,96,80,65,66,84,69,79,79,92,78,99,92,100
97,99,97,96,99,99,99,70,100,98,99,99,100,71,96,71,96,80,80,83,65,85,72,80,80,90,81,97,88,100
99,100,98,100,97,99,97,72,96,96,98,100,82,68,97,71,76,79,78,65,67,83,88,81,79,91,80,96,88,99
96,99,100,97,98,99,97,70,97,97,98,99,79,70,97,69,74,80,78,65,64,87,71,79,80,88,82,100,89,97
97,99,100,97,96,98,96,70,99,77,97,98,81,68,97,71,97,78,79,87,64,67,89,82,78,89,79,96,90,100
99,100,97,98,97,97,100,69,97,75,98,96,81,100,100,71,74,98,100,66,63,83,90,81,82,92,80,99,88,100
79,100,96,99,100,98,97,70,98,74,100,96,100,71,99,71,96,98,96,63,84,63,69,79,78,89,80,97,92,100
97,99,100,97,100,100,100,70,96,98,96,97,79,99,97,70,75,79,81,64,83,64,68,82,80,88,82,99,90,99
82,96,97,99,96,100,99,69,96,96,97,97,100,96,98,71,75,97,97,65,67,83,68,82,81,88,81,97,91,96
98,99,99,96,99,99,97,71,100,96,97,98,81,98,97,71,100,80,81,87,63,64,70,82,80,89,79,99,89,98
82,96,100,99,97,98,97,69,100,96,96,98,100,69,96,70,76,99,96,86,86,64,90,82,82,89,80,100,90,96
96,99,97,98,96,99,97,72,99,76,99,97,82,99,100,71,75,99,96,67,67,83,88,81,82,90,78,100,90,99
99,99,100,96,100,96,100,68,100,73,96,99,82,72,98,71,96,78,82,85,83,67,68,80,81,88,79,97,91,99
99,96,99,99,99,97,100,68,99,75,96,96,96,99,97,68,100,97,98,66,67,65,70,81,79,92,81,99,91,97
78,99,97,97,99,100,96,70,99,76,99,99,96,72,99,69,98,78,97,66,63,84,70,79,78,91,78,99,92,100
80,98,97,98,99,100,97,72,97,97,96,96,100,100,96,68,73,79,81,66,66,65,72,81,78,92,80,96,89,100
81,96,97,96,100,99,97,71,98,75,98,96,80,71,98,70,100,82,78,87,83,64,68,82,79,90,81,98,91,97
78,99,100,97,100,96,97,70,96,75,99,97,81,97,99,72,76,100,82,67,87,67,70,80,78,90,82,100,91,97
97,100,100,99,98,99,96,69,100,77,99,99,100,99,99,70,96,82,100,83,67,83,69,81,79,88,80,97,91,99
96,96,96,96,97,96,97,69,100,99,100,99,78,70,99,70,97,98,100,67,87,66,91,81,78,88,78,97,89,99
80,97,98,100,98,100,97,70,97,100,96,98,79,69,97,69,76,99,97,63,63,85,89,80,81,92,81,97,91,97
97,99,97,100,100,97,100,72,100,73,99,97,81,99,96,69,76,80,97,86,66,67,92,80,79,88,78,100,89,98
81,97,100,97,100,98,97,68,96,98,98,98,97,98,97,72,73,98,97,66,67,63,89,78,78,91,79,100,88,96
78,96,97,99,100,96,99,72,100,74,97,100,96,97,100,71,99,96,81,66,83,63,89,79,79,91,78,96,90,100
80,96,98,98,100,98,99,70,96,99,97,96,80,70,96,69,99,96,81,63,64,65,90,78,82,92,79,96,92,98
79,99,100,100,97,99,97,71,99,96,97,96,98,71,98,69,76,98,98,65,86,67,68,81,78,90,82,96,88,99
80,97,96,97,100,96,96,70,97,96,100,100,100,69,99,68,76,98,81,63,63,65,69,79,81,91,78,99,92,99
79,99,96,96,98,100,98,71,98,98,100,100,100,69,99,72,98,100,80,86,64,84,71,78,78,92,79,96,89,97
78,100,97,97,99,96,98,70,97,98,97,99,96,71,98,70,76,81,82,65,84,85,69,80,80,92,81,99,90,99
98,98,98,96,96,96,98,71,100,74,98,99,80,68,99,70,96,100,82,64,84,83,92,80,79,92,80,100,91,100
82,96,97,96,98,96,97,72,97,73,97,96,97,69,99,68,77,100,100,85,64,86,89,82,78,89,80,96,92,96
79,97,97,100,98,98,100,68,98,77,96,96,97,72,100,72,98,79,79,63,67,63,90,79,81,92,81,98,90,100
82,98,96,96,99,98,97,69,96,75,99,97,98,72,96,68,100,80,79,87,84,66,69,80,82,92,79,99,88,98
82,99,97,98,97,96,98,72,97,74,100,99,98,70,97,70,97,97,96,66,86,66,71,79,82,90,79,96,89,97
99,96,96,100,98,96,96,68,97,97,97,99,82,100,100,69,98,81,96,85,84,84,68,79,79,90,79,99,89,97
97,97,98,98,99,98,100,69,99,77,98,97,80,72,99,71,97,99,99,66,84,65,72,82,82,88,78,100,89,97
80,100,97,100,96,96,100,71,96,97,99,99,81,97,96,68,100,80,80,65,65,84,89,78,78,91,78,100,89,96
81,97,99,97,98,99,99,68,100,73,100,96,79,99,96,72,96,78,78,67,67,67,91,78,82,89,82,99,92,97
78,98,97,98,98,98,97,71,96,75,99,98,96,70,100,70,97,99,80,64,83,85,71,80,82,90,82,98,88,99
98,99,98,96,100,100,100,70,96,99,99,99,79,98,98,72,75,100,97,66,64,83,70,80,82,89,81,98,89,98
100,98,100,97,97,100,98,72,100,99,99,100,100,98,96,72,100,96,78,64,85,84,89,81,81,92,82,99,92,97
98,97,96,99,98,100,96,71,100,96,99,99,97,100,99,68,73,96,80,87,85,67,88,78,82,92,78,98,88,99
81,98,99,96,97,99,97,70,97,75,98,99,97,69,96,70,97,78,81,84,67,67,92,82,81,90,80,96,89,96
98,96,98,97,100,97,100,69,99,96,100,100,78,97,99,68,98,97,82,65,83,67,70,82,78,90,82,100,89,99
80,100,97,99,99,99,100,71,98,100,96,98,80,69,99,68,96,98,80,84,85,67,69,79,79,88,81,97,88,100
82,98,97,96,100,99,99,68,98,75,98,99,100,96,96,72,96,97,79,83,84,86,70,80,82,89,81,98,89,99
99,96,100,97,99,97,100,70,100,75,99,99,99,69,96,69,73,97,98,66,86,85,91,78,81,92,81,100,88,98
99,97,100,98,100,96,97,70,98,100,96,98,97,68,96,72,98,81,97,85,65,83,91,79,80,90,82,98,90,96
98,100,100,98,100,96,98,68,100,75,98,100,97,69,98,70,73,96,98,66,86,67,68,78,80,92,80,99,92,96
96,100,97,98,100,100,99,72,97,100,96,96,81,97,98,68,100,78,96,87,84,84,88,82,82,91,79,97,92,99
81,99,96,97,99,98,96,69,96,100,96,99,78,71,97,71,98,99,78,83,87,65,72,78,78,89,82,99,90,98
100,98,99,97,98,99,99,70,99,74,97,100,97,72,100,71,99,79,96,64,66,86,92,81,80,92,78,96,92,98
80,100,99,97,96,97,100,72,100,74,100,98,79,98,100,72,75,99,98,84,86,63,91,81,82,89,82,96,91,99
82,97,99,100,98,97,99,70,96,76,99,97,79,99,99,68,75,78,97,85,65,66,89,80,82,91,81,99,89,96
82,100,100,98,97,98,98,71,96,100,97,96,100,96,99,72,77,100,78,67,64,84,72,79,78,91,80,97,91,99
81,98,99,99,98,96,99,68,98,100,96,100,78,72,96,71,73,97,97,67,87,65,89,78,78,91,82,100,91,97
99,96,99,99,100,99,98,71,96,96,98,99,97,69,99,68,75,78,81,66,67,86,92,81,82,90,79,100,88,98
99,99,98,100,98,99,96,68,99,75,99,96,98,68,96,68,96,80,98,83,65,66,69,82,80,92,79,98,91,100
80,99,100,98,99,100,100,69,97,99,99,100,99,68,100,70,73,96,82,66,66,86,70,78,80,88,82,96,92,99
96,96,100,100,99,98,99,68,97,97,97,100,100,97,98,68,97,79,99,67,87,83,90,80,79,88,80,96,91,96
96,100,97,97,100,99,97,71,100,98,98,96,81,99,97,68,96,80,100,66,63,86,88,80,81,92,80,99,92,99
98,98,100,100,100,99,99,71,98,75,97,99,96,99,100,68,97,80,97,84,87,83,92,78,79,88,78,100,88,98
78,99,100,96,97,99,96,69,99,100,97,99,81,70,99,69,76,82,100,66,64,67,90,82,80,90,79,100,88,97
97,96,100,97,100,100,97,70,98,73,99,97,99,71,96,69,98,96,99,64,64,64,68,79,80,89,78,99,88,98
82,99,98,97,99,96,97,69,100,74,100,97,82,71,100,71,99,80,82,66,63,87,70,80,78,91,80,99,88,96
79,99,98,99,98,99,100,70,100,96,98,99,98,71,96,69,97,79,99,84,64,63,69,79,81,89,81,97,88,98
80,96,99,97,99,98,100,72,96,98,97,98,79,69,98,68,98,98,82,86,84,65,91,81,82,90,81,99,91,96
97,100,96,98,98,98,96,69,100,96,100,97,82,98,98,72,73,80,96,86,64,67,88,82,80,92,82,98,91,97
100,98,100,99,98,97,98,71,98,77,97,100,81,99,96,69,97,97,99,66,65,83,92,82,80,92,81,99,88,100
99,96,98,100,99,98,97,70,100,75,100,97,96,100,98,72,100,81,78,67,84,65,90,78,78,90,80,99,90,96
82,99,100,96,100,99,98,71,100,97,99,100,97,69,96,72,75,82,97,85,66,65,91,78,82,91,78,99,92,99
80,100,100,97,96,98,98,70,99,74,97,100,80,97,96,69,99,99,97,87,86,66,89,78,80,90,78,96,92,100
80,99,99,96,100,96,98,70,98,97,96,98,81,100,97,72,74,100,80,65,87,63,90,81,78,89,79,100,92,100
79,100,98,97,98,97,97,71,99,97,99,100,98,97,96,72,77,82,96,63,66,83,90,81,78,92,79,100,89,99
97,99,98,96,98,100,99,68,99,73,99,99,80,97,97,70,98,96,80,84,66,65,92,81,81,89,80,99,91,96
98,100,97,97,96,100,100,70,99,77,98,97,80,70,97,71,100,78,96,63,84,86,90,81,80,90,81,98,90,98
97,97,99,97,96,99,96,71,98,98,97,96,99,100,96,68,76,99,98,67,64,67,71,82,78,88,82,97,89,100
96,96,96,98,97,97,100,72,100,98,100,96,100,69,100,70,74,82,80,66,67,86,72,79,82,91,79,97,90,100
96,97,96,99,97,97,98,72,96,100,98,97,99,96,99,71,75,99,80,63,83,63,88,78,78,92,78,96,88,97
96,98,99,98,100,99,96,69,100,99,99,96,79,96,96,70,99,100,79,84,83,64,90,82,82,92,82,100,88,99
100,99,98,100,97,100,98,70,96,75,99,98,98,70,97,68,74,100,97,83,85,64,70,80,82,88,79,98,90,99
100,100,99,96,96,96,97,69,100,96,96,99,79,69,99,70,100,79,81,84,65,87,69,80,78,90,81,99,89,100
81,99,100,97,97,97,98,72,100,97,99,97,78,68,96,72,100,79,78,66,66,86,89,81,82,90,80,99,92,97
79,96,96,99,99,100,100,70,99,98,100,96,96,99,97,68,99,81,79,87,65,87,70,78,78,89,80,100,88,99
78,98,100,97,96,100,96,68,96,76,97,96,78,72,99,69,77,96,100,66,63,87,71,79,80,90,81,97,90,100
78,96,98,98,96,99,98,69,99,75,96,100,99,70,98,72,100,100,97,83,66,67,71,78,81,89,78,99,92,98
96,98,100,99,100,100,98,69,97,73,98,98,79,96,96,70,99,98,81,66,83,64,92,80,78,89,78,98,92,97
82,98,98,97,97,99,98,68,99,73,100,98,99,71,98,72,97,78,96,67,63,85,92,78,80,88,78,99,89,99
81,99,99,99,100,100,99,71,97,97,100,97,97,100,98,68,100,81,99,86,66,64,68,80,82,92,82,97,89,98
82,96,100,99,99,98,97,72,100,100,96,98,82,99,97,71,75,96,78,65,87,84,88,78,82,90,81,97,89,96
82,97,97,97,98,99,98,70,99,77,96,100,81,69,97,69,73,99,78,85,64,63,88,80,81,88,82,99,92,100
79,96,99,100,97,99,97,72,98,96,96,100,100,100,98,69,76,96,82,65,66,64,70,78,79,89,82,98,91,100
82,100,98,98,96,96,99,69,98,96,98,100,78,97,97,71,73,80,82,83,84,87,72,80,78,91,79,97,88,96
78,99,100,98,100,97,98,72,96,100,96,99,96,71,98,69,97,82,82,87,83,83,90,79,80,92,78,100,92,96
100,100,97,99,96,99,98,69,100,73,97,97,78,96,100,71,75,81,96,85,87,84,70,79,79,92,78,96,89,97
97,97,98,97,99,99,97,71,97,96,100,97,81,96,99,70,73,82,80,85,67,87,91,81,78,88,78,97,90,100
79,99,98,100,97,100,98,72,99,99,99,99,99,71,100,69,97,81,80,64,67,65,91,79,78,91,78,96,88,99
79,100,98,96,98,98,99,72,97,76,99,97,79,72,97,71,73,96,78,86,63,65,90,79,82,89,80,100,92,100
82,97,97,98,98,100,99,68,97,73,100,99,97,69,100,69,100,98,79,86,87,85,69,78,81,91,78,99,89,97
100,99,96,100,100,96,96,72,98,98,96,98,100,68,99,68,98,100,79,67,83,86,70,78,81,90,79,99,91,100
79,98,96,98,98,98,96,71,96,73,100,100,98,97,97,71,76,98,81,65,66,84,69,79,80,90,82,97,92,98
96,98,99,98,99,100,96,70,96,99,100,96,98,69,100,68,74,97,81,84,63,65,90,81,82,88,79,97,91,97
99,97,96,96,97,97,96,70,97,74,97,96,78,96,99,72,99,99,96,84,87,86,69,82,80,89,79,96,91,97
100,98,97,96,98,97,100,69,98,76,96,100,79,70,100,72,97,82,98,65,64,66,91,81,78,92,78,99,88,97
80,98,98,96,100,97,99,72,97,74,98,100,96,71,98,71,97,80,82,67,65,84,91,78,78,88,82,96,90,98
81,99,98,98,98,98,98,70,96,75,96,100,96,68,97,68,98,96,81,85,67,84,89,81,82,91,78,99,89,98
96,99,97,96,96,97,100,72,97,96,99,97,82,100,97,70,97,80,100,63,87,85,71,78,81,91,81,97,89,99
82,99,97,97,100,96,99,72,97,100,99,99,99,70,98,69,74,98,81,63,84,87,72,82,78,88,80,100,90,97
97,97,97,96,98,97,96,71,99,96,99,100,98,68,99,69,76,82,98,67,87,87,88,80,78,88,82,99,89,97
81,100,99,99,99,98,100,69,98,76,96,96,79,98,98,72,100,98,78,63,87,65,92,80,82,90,82,99,89,98
81,100,98,100,99,99,99,68,99,99,96,96,82,69,99,71,75,98,78,63,63,65,70,78,78,91,78,97,88,99
96,96,98,100,98,100,98,70,100,73,100,100,97,97,97,70,98,78,96,85,85,64,91,78,81,89,80,98,88,98
99,98,100,99,96,98,100,70,99,77,97,98,97,96,99,70,99,82,100,67,63,63,68,79,82,88,80,100,88,98
98,97,100,96,98,96,96,70,98,74,97,99,78,72,100,72,100,99,99,65,63,86,88,78,80,91,79,97,90,99
99,96,96,100,99,99,100,69,98,100,96,99,82,97,100,69,98,78,97,86,66,63,90,82,82,92,81,100,92,100
82,97,97,99,100,97,97,72,98,99,98,96,80,71,100,69,98,99,81,84,67,83,90,80,82,88,79,100,92,96
99,99,96,98,99,99,99,69,98,77,100,98,79,99,96,70,100,98,79,83,86,64,92,82,82,90,78,100,91,100
81,98,96,98,98,97,99,71,96,100,100,99,99,69,98,71,98,82,96,83,67,86,70,82,78,89,81,100,90,98
78,97,96,99,98,96,99,72,100,99,97,96,81,100,97,71,75,81,96,83,67,63,90,80,80,92,78,98,91,96
82,97,99,99,96,100,100,72,97,77,99,97,98,68,97,72,96,96,100,67,86,85,89,79,78,91,79,98,89,97
80,98,99,97,100,98,98,72,97,74,100,99,80,69,98,71,96,78,79,63,66,87,89,79,79,88,79,98,91,98
100,100,96,100,96,100,96,68,97,96,99,97,81,68,98,69,98,80,99,66,83,66,90,79,81,92,82,96,92,100
100,98,97,98,100,99,100,72,99,76,98,97,78,96,98,70,98,80,96,65,66,64,72,78,79,92,80,99,88,100
80,100,100,99,100,99,99,70,99,99,99,100,98,71,100,70,73,97,100,64,84,85,71,79,82,90,82,98,91,99
97,99,96,96,99,100,99,68,97,77,98,100,98,70,96,68,74,80,98,83,86,83,69,78,79,90,78,98,88,97
78,98,100,98,97,99,96,72,97,75,99,97,99,100,96,70,97,79,81,84,83,87,92,81,82,89,82,98,89,98
99,100,100,100,97,99,97,70,98,75,100,100,100,97,96,68,73,78,78,84,66,83,92,82,81,92,81,96,89,99
79,99,96,100,99,100,96,69,96,73,100,98,96,69,99,71,73,97,82,64,63,66,90,78,81,88,82,99,88,98
99,99,97,99,99,99,98,68,96,99,99,98,99,72,100,68,75,82,79,83,67,87,69,80,82,92,80,98,91,100
100,96,99,100,96,99,98,68,99,100,96,99,80,70,98,71,75,81,80,63,64,64,89,82,81,88,80,99,89,100
98,98,97,99,98,96,96,68,100,97,96,97,100,69,100,70,73,98,82,64,85,84,88,78,80,88,78,98,88,97
80,97,96,99,98,96,99,72,100,96,99,99,97,99,100,69,99,97,99,65,66,64,70,80,81,90,80,100,91,100
82,97,100,97,100,98,97,70,98,99,96,97,82,97,97,70,97,98,79,66,63,87,88,79,78,92,82,96,88,100
82,99,100,96,99,98,97,72,96,98,96,98,78,72,99,69,99,98,82,67,84,63,89,78,82,90,78,99,88,100
79,100,97,97,100,98,99,72,97,98,100,97,78,96,96,71,96,79,98,83,65,65,68,78,82,91,81,100,92,99
98,98,97,99,97,97,100,71,100,76,96,99,78,72,99,71,99,97,99,67,64,86,71,81,79,88,78,98,91,98
78,97,97,98,100,97,99,71,99,98,97,98,99,97,99,68,75,80,96,84,86,84,70,79,78,90,79,97,92,96
96,99,97,98,96,98,96,70,99,77,99,98,78,69,96,69,73,80,100,67,85,83,72,82,81,89,79,96,91,99
82,97,97,99,97,99,100,69,98,74,96,96,82,100,97,68,96,82,82,86,65,63,70,78,79,89,79,100,88,96
99,100,98,99,99,98,99,72,99,99,97,98,81,70,96,70,100,78,82,86,63,87,72,80,82,89,82,98,92,98
97,100,98,100,100,97,100,69,99,96,99,98,96,99,99,71,98,81,80,63,63,86,68,80,78,91,79,97,90,97
81,96,96,97,98,96,99,68,97,77,96,98,97,69,100,69,98,79,99,64,87,85,71,79,79,88,80,96,92,100
98,97,100,99,100,96,98,70,100,98,100,100,79,71,99,68,97,79,98,87,64,64,72,78,79,91,82,100,88,100
99,100,100,100,98,97,100,70,100,100,100,96,97,98,97,69,75,96,96,85,87,87,72,78,79,92,78,97,92,100
79,99,100,97,98,100,100,70,96,100,100,98,96,72,100,72,74,100,97,83,63,85,71,79,78,89,80,99,90,100
98,99,98,96,98,99,98,70,96,74,97,97,82,97,97,71,74,81,100,86,84,64,70,79,80,92,80,98,88,100
100,99,100,97,99,100,100,69,97,75,100,99,100,96,97,72,77,78,96,87,63,65,90,78,79,91,82,98,90,100
78,100,99,100,98,98,98,72,97,74,96,96,78,98,99,70,74,96,98,85,85,65,89,81,79,90,82,98,88,99
100,97,96,100,97,98,96,71,100,74,97,96,78,97,99,72,74,98,78,84,83,67,70,79,82,89,80,99,89,100
99,96,98,98,100,97,97,72,98,99,99,96,99,97,98,68,96,79,79,85,64,66,89,78,81,89,81,96,88,98
79,99,96,100,99,98,98,68,98,100,97,100,80,68,99,71,98,79,100,83,85,86,68,79,80,88,81,100,92,100
82,96,100,96,97,97,98,70,97,75,98,100,98,98,100,70,77,78,82,64,63,66,91,78,82,92,80,96,89,98
81,99,100,100,96,97,97,70,98,75,97,100,98,69,97,71,100,100,81,85,63,84,91,80,79,90,78,100,88,97
97,96,96,97,100,96,99,71,100,75,99,99,80,96,96,72,100,78,82,66,85,67,89,80,81,92,80,100,89,98
96,98,100,99,98,96,98,68,97,97,96,99,79,72,97,69,75,98,99,85,87,83,92,82,78,90,82,98,92,98
79,100,98,96,100,99,98,68,97,99,96,97,97,99,98,72,99,97,96,87,84,86,72,81,82,92,78,98,92,98
80,100,98,96,96,98,99,71,97,98,99,100,97,100,98,68,74,99,98,66,64,87,90,80,82,92,80,99,90,99
99,97,100,96,100,100,100,68,97,100,96,100,79,72,96,69,96,78,82,63,64,63,91,82,80,88,78,99,90,99
81,96,97,100,99,98,98,70,97,73,97,99,82,96,98,72,99,96,80,84,83,65,72,78,81,88,79,96,91,99
78,98,98,98,99,99,98,71,99,77,99,97,80,70,97,71,99,98,99,84,87,85,90,80,82,92,81,97,92,97
80,100,100,100,99,98,100,71,100,100,100,97,80,100,99,68,100,97,100,86,87,65,89,80,81,90,79,100,91,96
81,99,98,97,100,96,98,68,100,73,97,100,81,69,99,68,98,81,99,87,66,86,71,78,79,89,79,98,92,100
100,96,97,97,97,97,100,70,96,96,99,97,81,72,98,68,75,80,78,63,87,63,92,81,78,90,82,100,92,98
100,98,99,98,100,99,98,69,96,98,98,99,97,96,100,68,100,99,79,86,67,65,89,82,78,89,82,98,92,98
78,100,97,97,100,97,99,70,96,76,98,99,82,99,96,68,77,99,96,66,86,84,69,81,82,92,82,98,91,96
82,96,98,99,98,99,99,69,98,96,99,98,78,98,96,69,77,97,96,87,86,63,72,82,78,91,82,97,88,100
79,96,98,98,98,100,96,72,99,96,100,99,97,99,100,71,73,80,96,67,84,63,88,80,82,89,78,100,90,98
98,98,100,100,97,99,96,71,100,73,97,96,81,69,98,71,74,98,100,63,67,83,91,80,78,92,80,99,92,100
82,100,96,96,98,98,100,69,99,99,97,99,98,69,99,70,73,79,97,66,64,84,71,81,82,91,82,97,91,98
